query,n_positives,rank_first_positive,missed,hit@1,hit@5,hit@10,hit@100,rr,n_chars,n_words,n_unique_words,n_colors,n_materials,n_garments,n_patterns,has_color,has_material,has_garment,has_pattern,n_sentences
white t-shirt with a floral design on it. the floral design is made up of pink and green flowers. the t-shirt has a round neckline and short sleeves.,1,2,0,0,1,1,1,0.5,149,30,23,3,0,1,1,1,0,1,1,3
black strapless satin dress with a sweetheart neckline and a black satin band around the waist. the dress has a pleated skirt and a zipper back closure.,1,1,0,1,1,1,1,1.0,152,27,19,1,1,2,0,1,1,1,0,2
red blouse with a short sleeve and a round neckline. the blouse has a loose fit and is made of a soft material. it is a bright red color and has a ruffled edge on the sleeves.,1,1,0,1,1,1,1,1.0,175,37,25,1,0,1,1,1,0,1,1,3
striped white and black blouse with long sleeves. the stripes are thin and the shirt has a loose fit. the material appears to be a lightweight cotton or linen blend.,1,4,0,0,1,1,1,0.25,165,30,26,2,2,2,1,1,1,1,1,3
"pair of burgundy pants with a satin finish. the pants have a loose fit and are cropped at the ankle. they are paired with a matching satin top that is loose and flowy. the outfit is reminiscent of a tracksuit, but the fabric and style give it a more sophisticated look.",1,1,0,1,1,1,1,1.0,269,51,35,1,1,2,0,1,1,1,0,4
red dress with a silver lace pattern. the dress has a v-neckline and a fitted bodice with a zipper closure at the back. the skirt is flowing and has a lace overlay. the dress is styled for a formal occasion and is suitable for a night out.,1,3,0,0,1,1,1,0.3333333333333333,239,48,29,2,1,2,1,1,1,1,1,4
white and blue dress with a floral print. the dress has a plunging neckline and a high slit on the side. the dress is also adorned with a belt around the waist.,1,3,0,0,1,1,1,0.3333333333333333,160,32,22,2,0,2,1,1,0,1,1,3
"navy blue tank top with a black skirt. the tank top has a scoop neckline and a flowy fit, while the skirt is a high-waisted style with a black color.",1,2,0,0,1,1,1,0.5,149,31,21,3,0,2,0,1,0,1,0,2
black and white printed top with a high neckline. the print consists of a mix of black and white shapes and lines. the top is long-sleeved and has a loose fit.,1,1,0,1,1,1,1,1.0,159,32,22,2,0,1,1,1,0,1,1,3
blue dress with a halter neckline and a zipper in the back. the dress is made of a shiny material and has a cross detail on the front.,1,1,0,1,1,1,1,1.0,134,28,21,1,0,1,0,1,0,1,0,2
"blue dress with a tie at the waist. the dress is sleeveless and has a v-neckline. the fabric is a shiny material, and the dress is a size medium.",1,5,0,0,1,1,1,0.2,145,30,19,1,0,1,0,1,0,1,0,3
brown and black faux fur vest with a black leather collar. the vest has a faux fur trim and a zipper closure. it is worn over a white shirt and a black tank top.,1,1,0,1,1,1,1,1.0,161,34,23,3,2,3,0,1,1,1,0,3
blue dress worn by a woman. the dress has a boat neckline and a satin fabric. the dress is a sleeveless style and has a fitted waistline. the dress is a midi length and has a small train at the back.,1,1,0,1,1,1,1,1.0,199,41,24,1,1,1,0,1,1,1,0,4
white shirt with a collar. the shirt is made of a soft material and has a loose fit. it is a long-sleeved shirt with a button-down collar and a front pocket. the shirt is oversized and has a relaxed fit.,1,2,0,0,1,1,1,0.5,203,42,24,1,0,1,0,1,0,1,0,4
black and white polka dot dress. the dress has a black and white color scheme and features a halter neckline. the dress is made of a stretchy material and has a fitted silhouette.,1,2,0,0,1,1,1,0.5,179,33,21,2,0,1,1,1,0,1,1,3
"colorful printed blouse with a high neckline and long sleeves. the blouse has a mix of blue, yellow, and white colors with a floral and abstract print. the fabric is lightweight and the blouse is designed to be loose and flowy. the high neckline and long sleeves give it a bohemian vibe, making it a perfect choice for a casual yet stylish outfit.",1,9,0,0,0,1,1,0.1111111111111111,347,63,41,3,0,1,3,1,0,1,1,4
silver metallic tank top with a black leather-like material on the front. the top is sleeveless and has a scoop neckline. the back of the top is a silver metallic material with a zipper closure.,1,4,0,0,1,1,1,0.25,194,36,23,2,1,1,1,1,1,1,1,3
"white lace dress with a white mesh overlay. the dress has a round neckline, short sleeves, and a fitted bodice. the lace is intricate and delicate, with a floral pattern. the mesh overlay is sheer and has a net-like texture. the dress is styled with a petticoat underneath, which gives it a full and voluminous look.",1,6,0,0,0,1,1,0.16666666666666666,316,57,34,1,1,1,4,1,1,1,1,5
"blue and white floral print skirt. the skirt is made of a lightweight material and has a flowy, feminine style. the blue and white floral print is a mix of small and large flowers, with a blue background. the skirt is knee-length and has a flirty, playful vibe.",1,,1,0,0,0,0,0.0,261,49,28,2,0,1,1,1,0,1,1,4
"blue and white striped shirt with a collar. the shirt has a loose fit and features a button-down collar. the fabric appears to be made of a lightweight material, possibly cotton or linen. the shirt is styled with a loose fit and features a button-down collar.",1,1,0,1,1,1,1,1.0,259,48,29,2,2,1,1,1,1,1,1,4
black lace skirt with a floral pattern. the skirt is made of a stretchy material and has a fitted waistline. the lace is delicate and has a floral design with a mix of white and black flowers. the skirt is knee-length and has a sheer appearance.,1,2,0,0,1,1,1,0.5,245,47,26,2,1,1,3,1,1,1,1,4
"white t-shirt with a colorful logo on it. the logo consists of a circle with a smiley face inside and various colors surrounding it. the shirt has a round neckline and is made of a soft, stretchy material.",1,1,0,1,1,1,1,1.0,205,39,28,1,0,1,0,1,0,1,0,3
women's orange v-neck t-shirt with life is good written on it in white letters.,1,1,0,1,1,1,1,1.0,79,17,17,2,0,1,0,1,0,1,0,1
black and white polka dot blazer with a collared shirt underneath. the blazer has a black and white polka dot pattern and is worn over a white shirt. the blazer is tailored and has a fitted silhouette. the collar of the shirt is white and the cuffs are black. the blazer is worn with a black and white polka dot skirt.,1,1,0,1,1,1,1,1.0,318,61,25,2,0,3,1,1,0,1,1,5
white and black skirt. the skirt is made of a white fabric with black stripes. the skirt has a floral print on it. the skirt is a knee-length and has a belt at the waist. the belt is black in color. the skirt is paired with a white blouse. the blouse has a black and white pattern on it. the blouse has a black collar and a black and white pattern on the sleeves.,1,,1,0,0,0,0,0.0,363,75,29,2,0,3,1,1,0,1,1,8
black and white dress with a pattern of squares. the dress has a v-neckline and a zipper closure on the back. the dress is made of a stretchy material and is designed to fit closely to the body.,1,,1,0,0,0,0,0.0,194,39,26,2,0,1,0,1,0,1,0,3
black and red floral print jacket with a silver zipper. the jacket has a puffy design and a ribbed collar. the sleeves are long and have a floral print. the jacket is worn by a mannequin.,1,1,0,1,1,1,1,1.0,187,36,24,3,0,1,2,1,0,1,1,4
"black and purple floral print skirt. the skirt has a flowy and feminine design with a floral print in shades of purple and black. the skirt is made of a material that appears to be a blend of polyester and cotton, making it a comfortable and versatile option for any occasion.",1,2,0,0,1,1,1,0.5,276,51,34,2,2,1,1,1,1,1,1,3
"the main item is a blue jean shirt with a collar, long sleeves, front and back pockets, and a button at the top of the collar. the fabric is a lightweight denim with a soft hand and a subtle texture. the shirt has a relaxed fit and is styled with a roll-up sleeve and a loose, untucked hem.",1,,1,0,0,0,0,0.0,290,59,37,1,1,2,0,1,1,1,0,3
"black and white floral print top with a bow at the neckline. the floral pattern consists of white flowers with yellow centers on a black background. the top is a loose-fitting, flowy style with a relaxed fit and a long sleeve.",1,1,0,1,1,1,1,1.0,226,42,29,3,0,1,1,1,0,1,1,3
pair of brown pants. the pants are made of a soft material and have a relaxed fit. they are not tight and have a casual style. the pants are not tapered and have a straight cut. the pants are not cuffed and have a straight leg. the pants are not flared and have a straight cut. the pants are not pleated and have a straight cut. the pants are not cropped and have a straight cut. the pants are not high-waisted and have a straight cut. the pants are not wide-legged and have a straight cut. the pants are not skinny and have a relaxed fit. the pants,1,9,0,0,0,1,1,0.1111111111111111,549,110,32,1,0,1,0,1,0,1,0,11
"colorful skirt with a zigzag pattern. the skirt is made of a material that resembles a knit and has a flowy design. the colors used in the skirt are yellow, blue, and white.",1,2,0,0,1,1,1,0.5,173,33,25,3,1,1,0,1,1,1,0,3
"plaid skirt. the skirt is black and white and has a checkered pattern. it is made of a material that appears to be a blend of polyester and cotton. the skirt is a midi length, which means it falls just above the knee. the skirt is worn with a white blouse and a black leather belt.",1,,1,0,0,0,0,0.0,281,56,35,2,3,3,2,1,1,1,1,5
pair of gray leggings made of a shiny material. the leggings have a fashionable look and are designed to provide comfort and support.,1,1,0,1,1,1,1,1.0,133,23,19,1,0,0,0,1,0,0,0,2
pair of black and white leggings with a floral print. the leggings are made of a stretchy material and have a high waistband. the pattern consists of black and white leaves on a black background.,1,3,0,0,1,1,1,0.3333333333333333,195,35,23,2,0,0,1,1,0,0,1,3
pink dress with a v-neckline and a fitted bodice. the dress has a band at the waist and a seam detail on the side. the dress is made of a stretchy material and is a form-fitting style.,1,3,0,0,1,1,1,0.3333333333333333,184,39,26,1,0,1,0,1,0,1,0,3
"red t-shirt with a white logo on the front. the shirt is made of a soft, lightweight material and has a round neckline. the sleeves are short and the shirt is loose fitting.",1,,1,0,0,0,0,0.0,173,34,25,2,0,1,0,1,0,1,0,3
white dress with a halter neckline and a pleated skirt. the dress has a gold clasp at the waist and is made of a shiny material. the dress is a plus size and is worn by a woman with a ponytail.,1,1,0,1,1,1,1,1.0,193,41,26,2,0,2,0,1,0,1,0,3
"striped top with a boat neckline. the stripes are black, white, and gray. the top is made of a stretchy knit material and has long sleeves. the top is a women's clothing item and is available in a variety of colors.",1,5,0,0,1,1,1,0.2,215,42,30,3,1,1,1,1,1,1,1,4
"plaid shirt with a checkered pattern in black and white. the shirt has a collar, long sleeves, and a button-down design. the fabric appears to be made of cotton and the shirt is folded over.",2,1,0,1,1,1,1,1.0,190,36,28,2,1,1,2,1,1,1,1,3
gray graphic tee shirt with a bird design on the front. the bird has a long neck and is wearing a crown. the tee shirt is made of a soft material and has a flowy fit. the graphic is in shades of gray and white.,1,3,0,0,1,1,1,0.3333333333333333,210,45,27,2,0,2,1,1,0,1,1,4
pair of black leggings with cutouts on the sides. the leggings are made of a stretchy material and have a high waistband. the cutouts are oval-shaped and are placed on both sides of the leggings. the leggings are designed to be worn with a sports bra and have a fashionable look.,1,1,0,1,1,1,1,1.0,279,52,30,1,0,1,0,1,0,1,0,4
black and white dress with a sequin design. the dress has a black and white color scheme and features a black and white sequin design. the dress is a formal dress and is worn by a woman.,1,7,0,0,0,1,1,0.14285714285714285,186,37,18,2,0,1,0,1,0,1,0,3
green and white parka with a faux fur hood. the jacket has a drawstring waist and a front zipper closure. the hood is furry and has a black and white color scheme. the jacket is worn by a woman who is standing in front of a white wall.,1,,1,0,0,0,0,0.0,235,48,30,3,1,1,0,1,1,1,0,4
"black leather jacket with a zipper closure. the jacket has a collar, a front zipper, and a pocket on the left chest. the jacket is styled in a modern fashion and is made of leather material.",1,,1,0,0,0,0,0.0,190,36,24,1,1,1,0,1,1,1,0,3
"striped shirt with a collar and long sleeves. the stripes are black and white, and the shirt has a loose fit. the collar is white and the cuffs are black. the shirt is made of a lightweight material, possibly cotton or linen.",1,3,0,0,1,1,1,0.3333333333333333,225,42,26,2,2,1,1,1,1,1,1,4
"purple and black shirt with a round neckline and short sleeves. the shirt has a purple color with black details, including a black nike logo on the front. the back of the shirt has a black and purple design with the word ""nike"" written in white letters. the shirt is made of a soft and comfortable material, suitable for casual wear.",1,1,0,1,1,1,1,1.0,333,61,36,3,0,1,0,1,0,1,0,4
"beige, loose fitting, short sleeve, flowy, casual top.",2,5,0,0,1,1,1,0.2,54,8,8,1,0,1,0,1,0,1,0,1
red t-shirt with a cartoon character on it.,1,1,0,1,1,1,1,1.0,43,9,9,1,0,1,0,1,0,1,0,1
floral print dress with a wrap style. the dress is orange and white in color and has a v-neckline. the dress also features a belt at the waist and a floral print on the skirt.,1,1,0,1,1,1,1,1.0,175,36,24,2,0,3,1,1,0,1,1,3
"white long sleeve shirt with a high neck and a small button on the collar. the shirt is made of a soft, stretchy material and has a slim fit. the shirt is a basic, versatile piece that can be dressed up or down.",1,,1,0,0,0,0,0.0,211,43,33,1,0,1,0,1,0,1,0,3
pink ruffled shirt with a pointed collar and long sleeves. the shirt has a button-down front and a rounded hemline. the ruffles are pink and appear to be made of a soft material.,1,1,0,1,1,1,1,1.0,178,34,26,1,0,1,1,1,0,1,1,3
