qi,query,rank_a,rank_b,rank_f
1009,woman wearing a burgundy colored jacket with a black leather trim. the jacket has a floral pattern and a black belt around the waist. the woman is also wearing a black shirt underneath the jacket.,4,21,9
1010,black dress with a satin fabric. the dress has a fitted bodice and a flowing skirt. the dress is a sleeveless style and has a zipper closure on the back. the dress is a formal style and is suitable for evening events.,101,101,101
1011,black dress with a wrap-around design. the dress has a v-neckline and long sleeves. the fabric is stretchy and the dress is made of a shiny material. the dress is a size small and is worn by a woman with a curvy figure.,101,101,101
1012,woman wearing a floral printed dress with a pink and blue color scheme. the dress has a high slit on the front and a pink belt around the waist. the woman is also wearing a pair of black pumps.,67,101,101
1013,blue blazer with a white shirt underneath. the blazer has a front button and a collar. the shirt is white and has a collar as well. the blazer is worn by a woman who is standing in front of a white wall.,101,14,37
1014,"black dress with a drawstring waist. the dress is a loose fit and has long sleeves. the dress is made of a stretchy material and has a front pocket. the dress is styled in a casual, comfortable fashion.",101,101,101
1015,"bright orange dress with a v-neckline and a fitted waist. the dress is made of a stretchy material and has a sleeveless design. the dress is styled in a fashionable and trendy manner, making it a perfect choice for a night out or a special occasion.",101,101,101
1016,green dress with polka dots. the dress has a plunging neckline and a flowy fit. the dress is made of a stretchy material and has a wrap-around design.,1,1,1
1017,"gray tunic top with a boat neckline and a rounded hemline. the material appears to be a blend of polyester and spandex, and the style is a loose fit.",23,10,12
1018,blue t-shirt with a white adidas logo on it. the t-shirt has a round neckline and short sleeves.,1,5,2
1019,black dress with a slit on the side. the dress has a v-neckline and a long skirt. the dress is embellished with silver beads and sequins. the dress is floor-length and has a mermaid silhouette. the woman wearing the dress is standing and smiling.,3,97,8
1020,white and black shirt with a twisted design. the shirt has a white base with black twisted lines on it. the shirt is a long sleeve and has a loose fit.,44,46,25
1021,black leather jacket with a silver zipper. the jacket has a belt around the waist and a buckle on the belt. the jacket also has a silver zipper on the front. the jacket is worn by a woman who is wearing a white shirt underneath.,101,77,84
1022,pink dress with a round neckline and long sleeves. the dress is made of a stretchy knit material and has a loose fit. the dress is a light pink color and is a basic style.,22,33,19
1023,blue jean shirt with a collar and a button on the front. the jeans have a distressed look and are made of denim material.,101,18,66
1024,"pair of black leggings. the leggings are made of a stretchy material and have a thick waistband. they are designed to fit snugly around the hips and thighs, providing a comfortable and supportive fit. the leggings are also available in a variety of sizes, making them suitable for a wide range of body types.",101,101,101
1025,"brown leather jacket with zippers on the front, a collar, and a zippered pocket on the chest. the jacket has a fashionable style and is made of leather material.",63,71,51
1026,green bomber jacket with a silver zipper. the jacket has a shiny satin-like material and a silver zipper. the jacket is a light green color and has a silky texture. the jacket is a women's style and has a zipper on the front.,5,6,5
1027,gray and white skirt. the skirt is made of a stretchy material and has a wrap design. it is a midi length and features a gray and white pattern.,49,18,21
1028,"a bright yellow blazer with a notch lapel, three-button closure, and two front pockets. the blazer is made of a stretchy material and has a tailored fit.",2,2,1
1029,purple dress with a plunging neckline and a ribbed texture. the dress is made of a stretchy material and has a high slit on the side.,4,1,1
1030,black dress with a ruffled skirt. the dress has a one shoulder strap and a small slit on the side. the skirt is ruffled and has a small slit on the side as well.,15,9,10
1031,blue zippered skirt. the skirt is made of a shiny material and has a zipper on the front. the skirt is fitted at the waist and flares out at the bottom.,101,32,58
1032,"long, purple, draped dress with a one-shoulder neckline. the dress is made of a shiny material and has a flowing, elegant design.",10,21,13
1033,"white lace top with a sheer back. the lace has a floral design and the top is made of a soft, breathable fabric.",10,6,6
1034,"blue and black flowing bell sleeve top with a floral print. the top is made of a lightweight material, possibly chiffon, and has a bohemian style. the colors used are blue, black, and white, with a mix of small and medium-sized flowers on the print. the bell sleeves are long and flowy, and the neckline is a deep v-neck.",12,2,2
